Name;Status;Flowering;N_Phases;
Carlina acaulis L.;indigen;3;0
Carlina biebersteinii Bernh. ex Hornem.;indigen;4;0
Carlina vulgaris L. s. str.;indigen;3;0
Carpesium cernuum L.;indigen;3;0
Carpinus betulus L.;indigen;2;0
Carum carvi L.;indigen;3;0
Carum verticillatum (L.) Koch;indigen;2;0
Catabrosa aquatica (L.) P. Beauv.;indigen;4;0
Centaurea jacea L. s. l.;indigen;6;0
Centaurea montana L. s. l.;indigen;6;0
Centaurea nigra L. s. l.;indigen;3;0
Centaurea phrygia L. s. str.;indigen;2;0
Centaurea pseudophrygia C. A. Mey.;indigen;2;0
Centaurea scabiosa L. s. l.;indigen;2;0
Centaurea stenolepis Kern.;indigen;2;0
Centaurea stoebe L. s. l.;indigen;3;0
Centaurea triumfettii All.;indigen;3;0
Centaurea x psammogena Gayer (Centaurea diffusa x C. stoebe);indigen;2;0
Centaurium capitatum (Willd.) Borb†s;indigen;2;0
Centaurium erythraea Rafn;indigen;3;0
Centaurium littorale (Turner) Gilm.;indigen;3;0
Centaurium pulchellum (Sw.) Druce;indigen;3;0
Centunculus minimus L.;indigen;5;0
Cephalanthera damasonium (Mill.) Druce;indigen;2;0
Cephalanthera longifolia (L.) Fritsch;indigen;2;0
Cephalanthera rubra (L.) Rich.;indigen;2;0
Cerastium alpinum L.;indigen;2;0
Cerastium arvense L.;indigen;4;0
Cerastium cerastoides (L.) Britton;indigen;2;0
Cerastium diffusum Pers. s. str.;indigen;4;0
Cerastium dubium (Bastard) GuÇpin;indigen;3;0
Cerastium fontanum Baumg. s. str.;indigen;3;0
Cerastium glutinosum Fr.;indigen;3;0
Cerastium holosteoides Fr.;indigen;4;0
Cerastium latifolium L.;indigen;2;0
Cerastium lucorum (Schur) Mîschl;indigen;3;0
Cerastium pumilum Curtis s. str.;indigen;3;0
Cerastium semidecandrum L.;indigen;3;0
Cerastium uniflorum Clairv.;indigen;2;0
Ceratocapnos claviculata (L.) LidÇn;indigen;4;0
Ceratocephala falcata (L.) Pers.;indigen;3;0
Ceratophyllum demersum L.;indigen;4;0
Ceratophyllum submersum L.;indigen;3;0
Cerinthe glabra Mill.;indigen;3;0
Ceterach officinarum Willd.;indigen;3;0
Chaerophyllum aromaticum L.;indigen;2;0
Chaerophyllum aureum L.;indigen;2;0
Chaerophyllum bulbosum L.;indigen;3;0
Chaerophyllum hirsutum L. s. l.;indigen;2;0
Chaerophyllum temulum L.;indigen;3;0
Chamaecytisus ratisbonensis (Schaeff.) Rothm.;indigen;2;0
Chamaecytisus supinus (L.) Link;indigen;3;0
Chamorchis alpina (L.) Rich.;indigen;2;0
Chelidonium majus L.;indigen;7;2
Chenopodium bonus-henricus L.;indigen;4;0
Chenopodium botryodes Sm.;indigen;3;0
Chenopodium polyspermum L.;indigen;3;0
Chenopodium rubrum L.;indigen;3;0
Chimaphila umbellata (L.) Barton;indigen;3;0
Chondrilla chondrilloides (Ard.) H. Karst.;indigen;2;0
Chondrilla juncea L.;indigen;3;0
Chrysosplenium alternifolium L.;indigen;3;0
Chrysosplenium oppositifolium L.;indigen;3;0
Cicendia filiformis (L.) Delarbre;indigen;4;0
Cicerbita alpina (L.) Wallr.;indigen;3;0
Cicerbita plumieri (L.) Kirschl.;indigen;2;0
Cicuta virosa L.;indigen;3;0
Circaea alpina L.;indigen;3;0
Circaea lutetiana L.;indigen;3;0
Circaea x intermedia Ehrh. (Circaea alpina x C. lutetiana);indigen;3;0
Cirsium acaule Scop.;indigen;3;0
Cirsium arvense (L.) Scop.;indigen;3;0
Cirsium canum (L.) All.;indigen;2;0
Cirsium eriophorum (L.) Scop.;indigen;3;0
Cirsium helenioides (L.) Hill auct.;indigen;2;0
Cirsium oleraceum (L.) Scop.;indigen;4;0
Cirsium palustre (L.) Scop.;indigen;3;0
Cirsium rivulare (Jacq.) All.;indigen;2;0
Cirsium spinosissimum (L.) Scop.;indigen;2;0
Cirsium tuberosum (L.) All.;indigen;2;0
Cirsium vulgare (Savi) Ten.;indigen;4;0
Cladium mariscus (L.) Pohl;indigen;2;0
Clematis alpina (L.) Mill.;indigen;3;0
Clematis recta L.;indigen;2;0
Clematis vitalba L.;indigen;3;0
Clinopodium vulgare L.;indigen;3;0
Cochlearia anglica L.;indigen;3;0
Cochlearia bavarica Vogt;indigen;3;0
Cochlearia danica L.;indigen;2;0
Cochlearia officinalis L. s. str.;indigen;2;0
Cochlearia pyrenaica DC.;indigen;3;0
Coeloglossum viride (L.) Hartm.;indigen;2;0
Colchicum autumnale L.;indigen;4;0
Coleanthus subtilis (Tratt.) Seidl;indigen;6;0
Convallaria majalis L.;indigen;2;0
Convolvulus arvensis L.;indigen;4;0
Corallorrhiza trifida Chatel.;indigen;3;0
Cornus mas L.;indigen;3;0
Cornus sanguinea L.;indigen;2;0
Cornus suecica L.;indigen;1;0
Coronilla coronata L.;indigen;3;0
Coronilla vaginalis Lam.;indigen;3;0
Corrigiola litoralis L.;indigen;4;0
Cortusa matthioli L.;indigen;2;0
Corydalis cava (L.) Schweigg. & Kîrte;indigen;3;0
Corydalis intermedia (L.) MÇrat;indigen;2;0
Corydalis pumila (Host) Rchb.;indigen;2;0
Corydalis solida (L.) Clairv.;indigen;2;0
Corylus avellana L.;indigen;3;0
Corynephorus canescens (L.) P. Beauv.;indigen;2;0
Cotoneaster integerrimus Medik.;indigen;2;0
Cotoneaster tomentosus (Aiton) Lindl.;indigen;2;0
Crambe maritima L.;indigen;3;0
Crassula aquatica (L.) Schînland;indigen;3;0
Crassula tillaea Lest.-Garl.;indigen;5;0
Crataegus laevigata (Poir.) DC. s. l.;indigen;1;0
Crataegus monogyna Jacq. s. l.;indigen;2;0
Crataegus rhipidophylla Gand. s. l.;indigen;2;0
Crataegus x macrocarpa Hegetschw. (Crataegus laevigata x C. rhipidophylla);indigen;2;0
Crataegus x media Bechst. (Crataegus laevigata x C. monogyna);indigen;2;0
Crataegus x subsphaericea Gand. (Crataegus monogyna x C. rhipidophylla);indigen;2;0
Crepis alpestris (Jacq.) Tausch;indigen;3;0
Crepis aurea (L.) Cass.;indigen;3;0
Crepis bocconi P. D. Sell;indigen;3;0
Crepis conyzifolia (Gouan) Kern.;indigen;3;0
Crepis jacquinii Tausch s. l.;indigen;2;0
